behavior,gamma,seed,transition,right_reward_events_per_10000,g_plus_events_per_10000,target_mean_abs_error,target_mean_mc_tolerance,soft_mean_bellman_residual,sampled_mean_bellman_residual,soft_mean_value_error,sampled_mean_value_error
uniform_random,0.95,0,1000,0.0,0.0,0.00014900000000000002,0.0023154520077082186,0.004744646783856899,0.004208333333333337,0.3024942598891604,0.3042887812677791
uniform_random,0.95,0,5000,10.0,4.0,0.0002173179748115213,0.0012643138102466744,0.005010176501749579,0.006240756575280122,0.2977973139111496,0.28948311098937446
uniform_random,0.95,0,10000,14.0,2.0,2.0404877402485644e-05,0.0009156103040392623,0.004829142635385006,0.005788295235812763,0.2936399057274836,0.2895277164627905
uniform_random,0.95,0,25000,11.999999999999998,2.0,3.974144690664996e-05,0.0006019380702193116,0.005764777287136109,0.005729311814825969,0.2813237083521693,0.277018794970962
uniform_random,0.95,0,50000,10.8,1.8,9.025484706971787e-06,0.00042407660213585215,0.0058217739701628595,0.006124119924681805,0.25511338560173047,0.2670883582813574
uniform_random,0.95,0,100000,11.2,1.6,2.847501198849009e-05,0.00030334468339372625,0.005642122134486671,0.007376611893728063,0.19449937162485442,0.2252934657058665
uniform_random,0.95,0,150000,12.133333333333335,1.6,7.127245212291966e-05,0.0002871255716621002,0.004849011917693404,0.005289120066203082,0.14911204456062627,0.1930988123970447
uniform_random,0.95,1,1000,0.0,20.0,0.0019053831450559638,0.002469681911875479,0.004722499791534166,0.014801170939030094,0.30257636573597885,0.288981215211125
uniform_random,0.95,1,5000,4.0,4.0,0.000233644101655113,0.0013950647320696554,0.005163017115493637,0.010805895400875573,0.29833166200627553,0.27824590688498985
uniform_random,0.95,1,10000,8.0,2.0,5.75717474961962e-06,0.0009660646592717451,0.004648228494863163,0.00840801134488778,0.2956521761575232,0.2841800428791795
uniform_random,0.95,1,25000,10.0,2.8,0.00012379460216747212,0.0006520913515380163,0.005693535354609015,0.010901433134908907,0.28961829038801884,0.2531809747450733
uniform_random,0.95,1,50000,12.4,2.5999999999999996,9.439700913405069e-05,0.0004652751683107188,0.006644075181727858,0.006539857378225243,0.2522128000294585,0.25904503745277496
uniform_random,0.95,1,100000,10.9,2.3000000000000003,3.278147615200233e-06,0.00032593121125717474,0.0052954101943011615,0.008160954482677256,0.20632238743617562,0.2199637338887176
uniform_random,0.95,1,150000,10.266666666666666,2.3333333333333335,1.0521138024431609e-05,0.0002991640798974248,0.004858097760573718,0.009629039484986737,0.16704574244521972,0.17011320736118354
uniform_random,0.95,2,1000,0.0,10.0,0.0008599785114570511,0.0027069177407971325,0.004774204699869861,0.008460743483543256,0.3024974022548353,0.29143318330895535
uniform_random,0.95,2,5000,0.0,4.0,0.0001419657459986734,0.0011943129200361496,0.005120847597210225,0.007655086492648063,0.2986827676162882,0.2879056502619454
uniform_random,0.95,2,10000,9.0,2.0,0.00010595040737090833,0.000905187210625731,0.004652868312994943,0.00617760592546359,0.29533198779067976,0.2923208179501347
uniform_random,0.95,2,25000,10.8,2.0,1.4691817577936611e-05,0.0005779740345356145,0.005523363718588231,0.0046510654262362575,0.2858808978116887,0.27662595891246633
uniform_random,0.95,2,50000,13.0,2.8,3.624373990296359e-05,0.00045092694772892543,0.006786934448639976,0.0075943259848251605,0.25059452336921023,0.23940091269514996
uniform_random,0.95,2,100000,12.899999999999999,2.9,0.00015374326338879474,0.0003742735522942819,0.00531829180460967,0.005249843112089602,0.19325442541253568,0.1905207498418765
uniform_random,0.95,2,150000,13.133333333333333,2.666666666666667,7.489695230415705e-05,0.0003238825458655654,0.005067713291036237,0.007615563809200795,0.14640471750525366,0.1784587742060505
uniform_random,0.95,3,1000,20.0,0.0,0.0002530000000000004,0.0029875150208827366,0.004754218268565763,0.004208333333333337,0.30218157023578934,0.3042887812677791
uniform_random,0.95,3,5000,8.0,2.0,2.0504226948780263e-05,0.001232885160180127,0.005114512280703218,0.0070611997009537185,0.2977467987299209,0.2943037794646189
uniform_random,0.95,3,10000,9.0,1.0,7.052394908913136e-05,0.000870671099623457,0.004638676164822368,0.006130676593008737,0.29516723447234033,0.29535894322625816
uniform_random,0.95,3,25000,6.800000000000001,2.4,5.3777607628965884e-05,0.0005908507306066961,0.0050171696124837175,0.01180061664581345,0.2914460803511682,0.2676321154973224
uniform_random,0.95,3,50000,11.2,2.5999999999999996,2.5253778954001382e-05,0.0004367411384326313,0.006818282578451052,0.008023100695502465,0.2561452170781312,0.22934890812542488
uniform_random,0.95,3,100000,12.1,2.9999999999999996,0.00013098161220732873,0.0004480479540208514,0.004865401743697858,0.0057195212318900054,0.188175400634054,0.1103013527807154
uniform_random,0.95,3,150000,12.666666666666666,2.8666666666666667,0.0001063824950731096,0.000460001748741606,0.004483070974699629,0.005180818473189329,0.1345913525157271,0.09239539254563119
uniform_random,0.95,4,1000,10.0,0.0,0.0002090000000000004,0.002726011371949866,0.004716632799347754,0.004208333333333337,0.3022351724533691,0.3042887812677791
uniform_random,0.95,4,5000,18.0,2.0,0.00010156631368801218,0.001347965437990878,0.004875991356124178,0.006809373601031457,0.2964669593300847,0.29316960589468977
uniform_random,0.95,4,10000,11.999999999999998,2.9999999999999996,4.3390590862071865e-05,0.0009511779566982457,0.004584690216178991,0.009045793907351189,0.2950787095407554,0.28126810130942204
uniform_random,0.95,4,25000,14.4,1.6,0.00011376356278415198,0.0006043190908767553,0.006035201876398455,0.00625138889247583,0.28487962818173823,0.2856135660880926
uniform_random,0.95,4,50000,11.6,1.6,5.8743355650300866e-05,0.0004177826776454626,0.006064047039217487,0.005803153774423483,0.24987573820243714,0.27869517856222387
uniform_random,0.95,4,100000,10.1,2.0,1.6750043589572328e-06,0.00030352609326181963,0.005076196340942398,0.006477066846337931,0.20417322870029375,0.26640703495076923
uniform_random,0.95,4,150000,9.200000000000001,2.0,6.129552519579251e-07,0.0002495270896967243,0.004641818845450098,0.005212638763452384,0.18046929645174578,0.25607768912645607
uniform_random,0.95,5,1000,20.0,0.0,0.0002565,0.0030085184061261713,0.004785067840393617,0.004208333333333337,0.3020356420035711,0.3042887812677791
uniform_random,0.95,5,5000,14.0,2.0,4.965243702100518e-05,0.0013200433243832981,0.004938904677462572,0.006336132408384793,0.2971372132682541,0.29531253194982254
uniform_random,0.95,5,10000,10.0,1.0,0.0001148803671139776,0.0008874153633164702,0.004757031736878537,0.0055202693795844485,0.29562870333360924,0.29774201653447563
uniform_random,0.95,5,25000,16.4,1.6,5.2239329770827764e-05,0.0006018460163892644,0.0067315680420527565,0.005453725331177858,0.2738833241540932,0.28047202866675086
uniform_random,0.95,5,50000,15.0,2.4,2.72127915015713e-05,0.0004375069411471609,0.005927064401497481,0.007457114777401668,0.2369517412133677,0.2613614767276229
uniform_random,0.95,5,100000,11.8,1.7000000000000002,1.4081278716798762e-06,0.00032343043971186077,0.005091944653685274,0.00513761345127944,0.1985390666606838,0.24366811313963113
uniform_random,0.95,5,150000,10.933333333333334,1.8666666666666667,3.125041232695386e-05,0.0002811928806485906,0.004609497054067226,0.009753553215855146,0.1639445325517562,0.18385786328528586
uniform_random,0.95,6,1000,0.0,0.0,0.00016000000000000018,0.002399399924981248,0.004755231163917565,0.004208333333333337,0.3024541926336892,0.3042887812677791
uniform_random,0.95,6,5000,8.0,4.0,0.00022292715586391156,0.0012603662196963756,0.004985904674452921,0.011612420984497135,0.29778846544005283,0.27802923269212215
uniform_random,0.95,6,10000,9.0,2.9999999999999996,8.385558355391426e-05,0.0009866860268054382,0.004827157789135714,0.011026728685097206,0.295827387589698,0.2753449639927215
uniform_random,0.95,6,25000,11.2,3.2,8.415698506781394e-05,0.0006190637994599348,0.005649756452014206,0.0057181621292714995,0.28603943525553027,0.2679127120280486
uniform_random,0.95,6,50000,10.6,2.5999999999999996,6.904675862165477e-05,0.00044413819007359083,0.005811169928968491,0.005068436179382936,0.2554249266019833,0.2555876239822145
uniform_random,0.95,6,100000,11.6,1.7000000000000002,1.2038628211488711e-05,0.00034335374816416904,0.0055834790197916255,0.0057533366890613205,0.19393777525201097,0.22086144233469096
uniform_random,0.95,6,150000,10.8,1.6666666666666665,4.3232372314294665e-05,0.0003031626532506796,0.004046258925798798,0.005597534359635219,0.15903496781248297,0.21280801180047856
uniform_random,0.95,7,1000,0.0,0.0,0.0001675000000000003,0.0024549918533469744,0.004786586610479443,0.004208333333333337,0.30254885941391835,0.3042887812677791
uniform_random,0.95,7,5000,5.999999999999999,0.0,0.00018550000000000042,0.0011507563599650584,0.005001640187875509,0.004208333333333337,0.29792085261234064,0.3042887812677791
uniform_random,0.95,7,10000,4.0,1.0,0.00013839524860798178,0.0008145919091904787,0.004904253332728526,0.006797788348105182,0.29669417943179194,0.29366519359481896
uniform_random,0.95,7,25000,4.0,0.4,0.00017875832580154828,0.0005149668386570935,0.004589871028925351,0.0052970412632044024,0.2941741719283497,0.299185552685814
uniform_random,0.95,7,50000,9.4,1.4,8.002494199119137e-05,0.0003995569544503467,0.006448706328189156,0.008081881120580656,0.267697477204244,0.2641519098166808
uniform_random,0.95,7,100000,9.9,1.9000000000000001,6.273912013469302e-06,0.0003063582731484335,0.005946247781031872,0.0061084622052689766,0.2028681046148695,0.2622896672338341
uniform_random,0.95,7,150000,9.866666666666667,2.4,5.0248686979781354e-05,0.00026301176312977325,0.00411057261588246,0.010592293636429823,0.16185877514278627,0.20015939163265226
uniform_random,0.95,8,1000,10.0,10.0,0.0006193021887711155,0.002871208022822993,0.004740833423418518,0.008639627185215574,0.30231707037761235,0.2932460153614696
uniform_random,0.95,8,5000,10.0,5.999999999999999,0.00035146470764089305,0.0013756298219346527,0.005017283438551328,0.010337300503320471,0.2975493360534597,0.2758830310844805
uniform_random,0.95,8,10000,10.0,5.0,0.0003241573517977214,0.0011191757579761276,0.00463744982402619,0.012325647205116702,0.2954216793567943,0.2655507239899802
uniform_random,0.95,8,25000,12.8,5.6,0.0003315011159357936,0.0007079768786852718,0.006430763108808018,0.008303481859357047,0.28215261541821957,0.2472233094933928
uniform_random,0.95,8,50000,13.0,3.4000000000000004,0.0001331874895552851,0.0004996807795174562,0.006378551594384198,0.006819356854002325,0.2431299947547921,0.21958304062299006
uniform_random,0.95,8,100000,11.0,2.9999999999999996,0.00010628490138150926,0.0003856522060655039,0.004479727087998379,0.00636920673667344,0.1964726181822314,0.17875813867363433
uniform_random,0.95,8,150000,13.066666666666666,2.8666666666666667,0.00011524583864205851,0.00039658783810486253,0.005641237019092139,0.007338155959165468,0.13207645810212568,0.09976314551697237
uniform_random,0.95,9,1000,0.0,0.0,0.00016000000000000018,0.002399399924981248,0.0047867991970293585,0.004208333333333337,0.3026153169825051,0.3042887812677791
uniform_random,0.95,9,5000,8.0,0.0,0.00020220000000000028,0.0012003566470012291,0.004937580584291012,0.004208333333333337,0.297794419745766,0.3042887812677791
uniform_random,0.95,9,10000,11.0,0.0,0.00021419999999999992,0.0008723149889804474,0.004742846501405963,0.004208333333333337,0.29478718193137443,0.3042887812677791
uniform_random,0.95,9,25000,6.800000000000001,2.0,1.8153685029810573e-05,0.0005731040543952349,0.005055414801689232,0.0063906034659733865,0.2915832867188734,0.2756946609716586
uniform_random,0.95,9,50000,7.6000000000000005,1.4,3.862132448322064e-05,0.00041080057088766305,0.005625658398445644,0.006503309804948509,0.2702104012841197,0.255492330668569
uniform_random,0.95,9,100000,10.0,2.2,4.8637895231358474e-05,0.0003398895919481356,0.006237236369831603,0.00610489303987917,0.21915423834975578,0.20634572592091263
uniform_random,0.95,9,150000,11.6,2.466666666666667,7.0296089331040035e-06,0.00034683487676483784,0.004498858800295665,0.008141415309555826,0.14737424660854678,0.12219124523634044
uniform_random,0.99,0,1000,90.0,0.0,0.00012360000000000013,0.0021016848098608766,0.001064788245960167,0.0008416666666666673,0.39660252609170193,0.39746409774072045
uniform_random,0.99,0,5000,20.0,0.0,5.2380000000000085e-05,0.0006129214357484876,0.001496363829960579,0.0008416666666666673,0.3939770910735037,0.39746409774072045
uniform_random,0.99,0,10000,15.0,1.0,5.4232896388988296e-05,0.0004129328498072521,0.0015062945387877738,0.0029455495489916876,0.39132085241499,0.3906644388854256
uniform_random,0.99,0,25000,7.6000000000000005,1.2,0.00010955201353030422,0.00026250170988833377,0.0013336653534028516,0.00911529030227911,0.3886493073078343,0.33995985397665557
uniform_random,0.99,0,50000,9.4,0.8,3.053732457405228e-05,0.00024111276156331507,0.0014877061336885545,0.004644974233730655,0.3845021325269262,0.3191337489386241
uniform_random,0.99,0,100000,11.299999999999999,0.8,3.2887139388454445e-05,0.0002025264641522658,0.001501863805541911,0.006301801397207204,0.3635622498293963,0.2745883675700345
uniform_random,0.99,0,150000,12.333333333333332,0.6666666666666667,3.77856057802578e-05,0.00019108565494559268,0.0016494818443419448,0.0020013944152842155,0.3426745894125966,0.2555050741685266
uniform_random,0.99,1,1000,10.0,0.0,4.120000000000004e-05,0.0012163419256113828,0.0010130735205173917,0.0008416666666666673,0.39693884765053417,0.39746409774072045
uniform_random,0.99,1,5000,4.0,0.0,3.611999999999994e-05,0.0005096595663773924,0.001494347356016523,0.0008416666666666673,0.39439001727358125,0.39746409774072045
uniform_random,0.99,1,10000,2.9999999999999996,0.0,3.475999999999985e-05,0.000353576818244628,0.001768219405830787,0.0008416666666666673,0.3920347108943069,0.39746409774072045
uniform_random,0.99,1,25000,7.6000000000000005,0.0,3.94479999999997e-05,0.00023809891618402902,0.0013910574377089067,0.0008416666666666673,0.3885809277999235,0.39746409774072045
uniform_random,0.99,1,50000,9.6,0.2,1.6888940184469833e-05,0.00017550288309067075,0.0013545086654906324,0.002472223048347393,0.38343377955939295,0.3635730690930581
uniform_random,0.99,1,100000,12.1,0.4,1.0770216811659128e-06,0.00014069084009645923,0.0019144783422859132,0.007619754816420995,0.36290447502717543,0.3194289540228376
uniform_random,0.99,1,150000,11.733333333333333,0.4666666666666667,1.9279181260878353e-05,0.00014154222539427584,0.0013294223167957641,0.0022452937327912224,0.3410067793577556,0.2833042419102411
uniform_random,0.99,2,1000,20.0,0.0,4.910000000000006e-05,0.001326761184237771,0.0010061920118594745,0.0008416666666666673,0.3969122844637121,0.39746409774072045
uniform_random,0.99,2,5000,10.0,0.0,4.042000000000002e-05,0.0005387783380946107,0.0014682185548714952,0.0008416666666666673,0.3942826629656489,0.39746409774072045
uniform_random,0.99,2,10000,25.0,0.0,5.487000000000016e-05,0.0004434199440710759,0.0013415610368700589,0.0008416666666666673,0.39084672929592773,0.39746409774072045
uniform_random,0.99,2,25000,14.4,0.4,1.6440965280096684e-05,0.00026650702364206907,0.0013006993646110746,0.006153435451563432,0.38797189765985235,0.36840670939162234
uniform_random,0.99,2,50000,11.2,0.2,2.9971682729671573e-05,0.00018890921885579508,0.0014512691433858412,0.002821990660481157,0.38232610193440636,0.36647246933912464
uniform_random,0.99,2,100000,11.8,0.1,4.782320870437909e-05,0.0001343473826115179,0.0016649592805546322,0.0011759077437383306,0.3621202456637713,0.36763276181109106
uniform_random,0.99,2,150000,11.333333333333334,0.2,4.263528522795157e-05,0.00011508904572586656,0.0012839090247565611,0.006517239772601411,0.343859360329297,0.33050689603156425
uniform_random,0.99,3,1000,10.0,0.0,4.140000000000005e-05,0.0012192977323033166,0.0010145211513814072,0.0008416666666666673,0.396946923732267,0.39746409774072045
uniform_random,0.99,3,5000,4.0,0.0,3.4660000000000085e-05,0.0004992413492490305,0.0014323986352926734,0.0008416666666666673,0.39426423354955614,0.39746409774072045
uniform_random,0.99,3,10000,4.0,0.0,3.530000000000009e-05,0.0003562649744221214,0.0017830536821987,0.0008416666666666673,0.39205446690288603,0.39746409774072045
uniform_random,0.99,3,25000,11.2,0.0,4.278400000000012e-05,0.0002478772516872181,0.0012770389505257348,0.0008416666666666673,0.38819303158932966,0.39746409774072045
uniform_random,0.99,3,50000,11.4,0.0,4.3310000000000126e-05,0.00017634858230222342,0.0016615369482023499,0.0008416666666666673,0.38119095148363685,0.39746409774072045
uniform_random,0.99,3,100000,9.4,0.2,1.8261094798549538e-05,0.0001398273068921482,0.001337371781335935,0.004785273650723205,0.365496257138864,0.342753368950568
uniform_random,0.99,3,150000,9.266666666666667,0.33333333333333337,2.6512083010674092e-05,0.0001304862910190572,0.0013141846228753862,0.003189688760701743,0.3522747325695292,0.29932961205473746
uniform_random,0.99,4,1000,20.0,0.0,5.650000000000002e-05,0.0014236111126287292,0.0010244361523630066,0.0008416666666666673,0.39684914508788105,0.39746409774072045
uniform_random,0.99,4,5000,22.0,0.0,5.414000000000018e-05,0.0006230576692409708,0.0014229490003752384,0.0008416666666666673,0.393817541292605,0.39746409774072045
uniform_random,0.99,4,10000,13.0,0.0,4.518999999999999e-05,0.00040274608824915283,0.0016637610825765417,0.0008416666666666673,0.39143009026556635,0.39746409774072045
uniform_random,0.99,4,25000,8.8,0.0,4.104000000000014e-05,0.0002428296469544269,0.0012983125293507282,0.0008416666666666673,0.388473599856459,0.39746409774072045
uniform_random,0.99,4,50000,7.0,0.0,3.9279999999999814e-05,0.00016801451080192059,0.0012142024726287367,0.0008416666666666673,0.3868757589481935,0.39746409774072045
uniform_random,0.99,4,100000,10.0,0.2,2.4400079696333676e-05,0.00013055180596667653,0.001843053260812447,0.008119763513510627,0.37007582009043566,0.3399637493976096
uniform_random,0.99,4,150000,9.933333333333332,0.33333333333333337,2.25594595291978e-05,0.00012596192461948895,0.001256286198100462,0.004931827269620409,0.3490861946603166,0.2899985854022566
uniform_random,0.99,5,1000,0.0,0.0,3.260000000000003e-05,0.0010832740373515866,0.001022499449349521,0.0008416666666666673,0.3969798242441278,0.39746409774072045
uniform_random,0.99,5,5000,11.999999999999998,0.0,4.4040000000000046e-05,0.0005623174647830109,0.001467496582137911,0.0008416666666666673,0.39420729903824586,0.39746409774072045
uniform_random,0.99,5,10000,14.0,0.0,4.615000000000007e-05,0.00040696980969108124,0.0017111339308887683,0.0008416666666666673,0.3916158952912041,0.39746409774072045
uniform_random,0.99,5,25000,16.4,0.4,5.711415091103891e-06,0.00026139859945276567,0.001278759381851071,0.00394319746372366,0.3871130789861366,0.3809991115330724
uniform_random,0.99,5,50000,18.8,0.2,3.931899707624448e-05,0.00019650953778696043,0.0021206468793161615,0.0018922132352069139,0.3729925525987434,0.3588147203716512
uniform_random,0.99,5,100000,15.299999999999999,0.1,3.1662489503779534e-05,0.00014070686778920585,0.0014017396977190732,0.0012482394591624986,0.34857122885218345,0.3553730844539726
uniform_random,0.99,5,150000,15.666666666666668,0.2,2.0133892918890173e-05,0.0001312220297420295,0.001548190857438071,0.0037991875411258007,0.32695714388792096,0.3112534517975595
uniform_random,0.99,6,1000,50.0,0.0,7.55000000000001e-05,0.001643139738427624,0.000988050301635635,0.0008416666666666673,0.39681925576992977,0.39746409774072045
uniform_random,0.99,6,5000,16.0,0.0,4.743999999999998e-05,0.0005834323981405123,0.001439490999126997,0.0008416666666666673,0.3942453606206728,0.39746409774072045
uniform_random,0.99,6,10000,11.0,0.0,4.257999999999982e-05,0.00039099952838845474,0.0016055874674329826,0.0008416666666666673,0.3915132470899097,0.39746409774072045
uniform_random,0.99,6,25000,7.2,0.0,3.975999999999967e-05,0.00023905236112619957,0.001379919681658021,0.0008416666666666673,0.3886666010448314,0.39746409774072045
uniform_random,0.99,6,50000,7.6000000000000005,0.2,2.3684121276202133e-05,0.00017220093538710855,0.0012392863265580489,0.006253066015210817,0.3862566686097815,0.3698750803808086
uniform_random,0.99,6,100000,8.1,0.2,1.8405379240724745e-05,0.00013686626448362028,0.0015782744252235378,0.005370618745065024,0.3737749589246783,0.3332228164938947
uniform_random,0.99,6,150000,10.200000000000001,0.4,1.7118475717649295e-05,0.00015827373799294836,0.001926241864887034,0.004814192898121354,0.3521424553246766,0.25905567448072647
uniform_random,0.99,7,1000,0.0,0.0,3.060000000000006e-05,0.0010495188611930732,0.0010161974070174802,0.0008416666666666673,0.39698637477966137,0.39746409774072045
uniform_random,0.99,7,5000,10.0,0.0,4.404000000000001e-05,0.0005624442116334664,0.0015017156750860097,0.0008416666666666673,0.394139445813962,0.39746409774072045
uniform_random,0.99,7,10000,11.0,0.0,4.438000000000004e-05,0.000399199177353855,0.0016715764699244647,0.0008416666666666673,0.3915488744049114,0.39746409774072045
uniform_random,0.99,7,25000,11.6,0.0,4.3551999999999816e-05,0.00025008646287236745,0.0012330798974820047,0.0008416666666666673,0.38818306999956925,0.39746409774072045
uniform_random,0.99,7,50000,12.4,0.0,4.4519999999999553e-05,0.00017878145138689128,0.0014465515370980758,0.0008416666666666673,0.38114889074362135,0.39746409774072045
uniform_random,0.99,7,100000,14.3,0.3,5.1043290360715254e-06,0.00014275738891914431,0.0018809459084642096,0.0040474319471864055,0.35660099770452786,0.32862651550871486
uniform_random,0.99,7,150000,13.600000000000001,0.26666666666666666,2.4459276929608698e-06,0.00012928593493214262,0.0014224658941672092,0.0017639555719601112,0.33539314417502286,0.30711799016925134
uniform_random,0.99,8,1000,20.0,0.0,5.420000000000005e-05,0.0013942298519254305,0.001018325131671012,0.0008416666666666673,0.39687521179880564,0.39746409774072045
uniform_random,0.99,8,5000,11.999999999999998,0.0,4.556000000000007e-05,0.0005719648912302134,0.0014325141822343855,0.0008416666666666673,0.3943219546403371,0.39746409774072045
uniform_random,0.99,8,10000,10.0,0.0,4.255999999999996e-05,0.000390953038612049,0.0016887956845504312,0.0008416666666666673,0.39170726389054167,0.39746409774072045
uniform_random,0.99,8,25000,11.999999999999998,0.4,4.879576989339071e-06,0.0002488939554743203,0.0011995591160042526,0.0036213188392441383,0.38782428176941214,0.3809676046112605
uniform_random,0.99,8,50000,11.6,0.2,3.6311948362205415e-05,0.00018157763770038256,0.0015383679082136843,0.0018108867720690424,0.3816507346008724,0.3592500937671608
uniform_random,0.99,8,100000,11.999999999999998,0.4,1.0693635816114155e-05,0.0001664052998205734,0.0014542892883941828,0.0023917824765674494,0.36168112739568387,0.30505791011379946
uniform_random,0.99,8,150000,11.4,0.33333333333333337,6.63264940385655e-06,0.00015375966375516547,0.0012340565223224777,0.0024650249590051007,0.3455650927148799,0.2749172850258251
uniform_random,0.99,9,1000,0.0,10.0,0.0009260749999999998,0.001050207354525765,0.0010064181017456063,0.006800029947916667,0.39698069327705104,0.39257360164697047
uniform_random,0.99,9,5000,0.0,2.0,7.92599386583992e-05,0.000550117887391406,0.0014702555416955074,0.00591701877450104,0.3945189494444153,0.37341585121563065
uniform_random,0.99,9,10000,7.0,1.0,3.730844656547189e-05,0.0004206628382311008,0.0015770060473751593,0.0048272425750939965,0.3918218139110506,0.3696956451364087
uniform_random,0.99,9,25000,10.0,0.8,3.3822150932671935e-05,0.00027081635828348687,0.0012610087362084814,0.002449262043882863,0.38830983194060514,0.36196471176057293
uniform_random,0.99,9,50000,7.2,0.6,9.497383209600141e-07,0.00019914228952140338,0.0011951690822640637,0.00495774706743217,0.386120194943199,0.3311030420635555
uniform_random,0.99,9,100000,9.200000000000001,0.5,1.478980122301965e-06,0.00016735113314285372,0.0013756554274497823,0.0020355390361501587,0.367812928771645,0.30669807166662605
uniform_random,0.99,9,150000,10.533333333333335,0.5333333333333333,1.69495034965661e-05,0.0001603355554713786,0.0017242716697207366,0.004138718315123069,0.34844117481499565,0.2527084476492129
uniform_random,0.995,0,1000,30.0,0.0,3.050000000000003e-05,0.0010465524831560036,0.0005072670933386691,0.00042083333333333366,0.41223457964125326,0.4125441740641944
uniform_random,0.995,0,5000,22.0,0.0,2.684000000000003e-05,0.00043914268478479707,0.0007587892210107165,0.00042083333333333366,0.41049776961649126,0.4125441740641944
